% Module: DAQ, ID: c0p1t8p1cfm0
% Devices: DEV7288
% Time: 2024/11/25 10:55:56
% Demod 1 Sample FFT(X),  /dev7288/demods/0/sample.X.fft.abs.avg
% Freq (Hz), FFT(X) (V)
0; 4.44608005233e-05
3.26974051339; 4.89974106641e-05
6.53948102679; 2.55552611593e-05
9.80922154018; 2.52153280974e-05
13.0789620536; 2.49877700491e-05
16.348702567; 2.34118855201e-05
19.6184430804; 2.4138222608e-05
22.8881835938; 2.47468798589e-05
26.1579241071; 2.39900354062e-05
29.4276646205; 2.59241735995e-05
32.6974051339; 2.53090383332e-05
35.9671456473; 2.06337610692e-05
39.2368861607; 2.33836471944e-05
42.5066266741; 2.21200978666e-05
45.7763671875; 2.15047630286e-05
49.0461077009; 2.48320109249e-05
52.3158482143; 2.64599571887e-05
55.5855887277; 2.58911519179e-05
58.8553292411; 2.51818434599e-05
62.1250697545; 2.36834034999e-05
65.3948102679; 2.31096334129e-05
68.6645507812; 2.48632914983e-05
71.9342912946; 2.30754131514e-05
75.204031808; 2.2625081139e-05
78.4737723214; 2.39504153401e-05
81.7435128348; 2.35005615132e-05
85.0132533482; 2.52425566055e-05
88.2829938616; 2.72352659874e-05
91.552734375; 2.51774762199e-05
94.8224748884; 2.34384961152e-05
98.0922154018; 2.38546892231e-05
101.361955915; 2.30223050554e-05
104.631696429; 2.29578369378e-05
107.901436942; 2.42822631288e-05
111.171177455; 2.4690962995e-05
114.440917969; 2.44871523777e-05
117.710658482; 2.6304240124e-05
120.980398996; 2.49095870724e-05
124.250139509; 2.44501838379e-05
127.519880022; 2.5212732153e-05
130.789620536; 2.62991926081e-05
134.059361049; 2.50380314835e-05
137.329101563; 2.4089248933e-05
140.598842076; 2.61492239809e-05
143.868582589; 2.56769577341e-05
147.138323103; 2.37585893279e-05
150.408063616; 2.35683467419e-05
153.677804129; 2.28776300511e-05
156.947544643; 2.21333014074e-05
160.217285156; 2.55209860422e-05
163.48702567; 2.4613995496e-05
166.756766183; 2.6049725029e-05
170.026506696; 2.56864338747e-05
173.29624721; 2.48239937599e-05
176.565987723; 2.52253576697e-05
179.835728237; 2.61108601113e-05
183.10546875; 2.54362573188e-05
186.375209263; 2.34976647183e-05
189.644949777; 2.4760481404e-05
192.91469029; 2.42071189702e-05
196.184430804; 2.48469196357e-05
199.454171317; 2.51318715951e-05
202.72391183; 2.4689605709e-05
205.993652344; 2.29363402165e-05
209.263392857; 2.31067432597e-05
212.533133371; 2.30785152384e-05
215.802873884; 2.58632484018e-05
219.072614397; 2.6126062154e-05
222.342354911; 2.58458738874e-05
225.612095424; 2.61040418932e-05
228.881835938; 2.59508643241e-05
232.151576451; 2.61827428099e-05
235.421316964; 2.56105452124e-05
238.691057478; 2.36587413995e-05
241.960797991; 2.22984909604e-05
245.230538504; 2.44870981231e-05
248.500279018; 2.49628599117e-05
251.770019531; 2.422949938e-05
255.039760045; 2.40587240379e-05
258.309500558; 2.31862042144e-05
261.579241071; 2.42137030633e-05
264.848981585; 2.41855298732e-05
268.118722098; 2.38453819782e-05
271.388462612; 2.44406243719e-05
274.658203125; 2.42110330761e-05
277.927943638; 2.36147021896e-05
281.197684152; 2.30480951041e-05
284.467424665; 2.57805201524e-05
287.737165179; 2.61059321106e-05
291.006905692; 2.62886620632e-05
294.276646205; 2.56013506613e-05
297.546386719; 2.40931756002e-05
300.816127232; 2.45201684616e-05
304.085867746; 2.53301967072e-05
307.355608259; 2.58422474486e-05
310.625348772; 2.474635311e-05
313.895089286; 2.52114636295e-05
317.164829799; 2.45451537536e-05
320.434570312; 2.59273030207e-05
323.704310826; 2.30223968035e-05
326.974051339; 2.5427014256e-05
330.243791853; 2.51588401414e-05
333.513532366; 2.48593329373e-05
336.783272879; 2.62529567633e-05
340.053013393; 2.54807812781e-05
343.322753906; 2.64774839e-05
346.59249442; 2.66714258263e-05
349.862234933; 2.40386847937e-05
